contract,comd,status,batch_count,tick_count,bars_match,bar_diff,times_match,volume_match,turnover_match,open_interest_match
RM1511,RM,ok,15117,15117,True,0,True,True,True,True
ag1501,ag,ok,27561,27561,True,0,True,True,True,True
cu1905,cu,ok,23228,23228,True,0,True,True,True,True
fb2502,fb,ok,10726,10726,True,0,True,True,True,True
IM2408,IM,ok,2000,2000,True,0,True,True,True,True
RI1807,RI,ok,9162,9162,True,0,True,True,True,True
SR1301,SR,ok,2483,2483,True,0,True,True,True,True
jd2507,jd,ok,11414,11414,True,0,True,True,True,True
TA1412,TA,ok,9219,9219,True,0,True,True,True,True
bu2309,bu,ok,35039,35039,True,0,True,True,True,True
RS1707,RS,ok,10804,10804,True,0,True,True,True,True
ru1307,ru,ok,11472,11472,True,0,True,True,True,True
SR1711,SR,ok,26054,26054,True,0,True,True,True,True
wr2004,wr,ok,6449,6449,True,0,True,True,True,True
p1502,p,ok,13975,13975,True,0,True,True,True,True
p1904,p,ok,16794,16794,True,0,True,True,True,True
SF1808,SF,ok,7575,7575,True,0,True,True,True,True
LR2103,LR,ok,3088,3088,True,0,True,True,True,True
rb1802,rb,ok,17791,17791,True,0,True,True,True,True
m2512,m,ok,14596,14596,True,0,True,True,True,True
MA1912,MA,ok,16972,16972,True,0,True,True,True,True
pg2509,pg,ok,17435,17435,True,0,True,True,True,True
lu2204,lu,ok,17397,17397,True,0,True,True,True,True
au1706,au,ok,29483,29483,True,0,True,True,True,True
RI1405,RI,ok,2461,2461,True,0,True,True,True,True
l2010,l,ok,16136,16136,True,0,True,True,True,True
CY2411,CY,ok,16830,16830,True,0,True,True,True,True
SH2502,SH,ok,17049,17049,True,0,True,True,True,True
au2202,au,ok,29219,29219,True,0,True,True,True,True
cu1101,cu,ok,11600,11600,True,0,True,True,True,True
CJ2407,CJ,ok,11568,11568,True,0,True,True,True,True
FG2203,FG,ok,17519,17519,True,0,True,True,True,True
CJ2412,CJ,ok,11529,11529,True,0,True,True,True,True
IF2002,IF,ok,1900,1900,True,0,True,True,True,True
SF1610,SF,ok,4935,4935,True,0,True,True,True,True
rb2501,rb,ok,17491,17491,True,0,True,True,True,True
